$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,$l,$m,$n,$<1,$<2,$<3
mad,rs,1.39367468,40,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7906.727879
mad,rs,1.39367468,50,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6180.382553
mad,rs,1.39367468,50,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7230.767907
mad,rs,1.39367468,60,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5973.315439
mad,rs,1.39367468,60,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6809.88717
mad,rs,1.39367468,60,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7987.123673
mad,rs,1.39367468,70,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5828.059403
mad,rs,1.39367468,70,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6522.619365
mad,rs,1.39367468,70,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7480.848475
mad,rs,1.39367468,80,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5720.532208
mad,rs,1.39367468,80,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6314.055068
mad,rs,1.39367468,80,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7121.31971
mad,rs,1.39367468,80,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,8058.24303
mad,rs,1.39367468,90,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5637.723908
mad,rs,1.39367468,90,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6155.747229
mad,rs,1.39367468,90,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6852.810886
mad,rs,1.39367468,90,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7655.855789
mad,rs,1.39367468,100,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5571.989485
mad,rs,1.39367468,100,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6031.484086
mad,rs,1.39367468,100,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6644.641124
mad,rs,1.39367468,100,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7347.046977
mad,rs,1.39367468,100,100,1,2000,1740,4,4000,8192,10000,1000000,1000000,13.12353537,0.1,8100.229157
mad,rs,1.39367468,20,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778118747,0.088970616,7527.94
mad,rs,1.39367468,30,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778119172,0.08893838,6555.693846
mad,rs,1.39367468,40,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778118995,0.08897214,6123.584444
mad,rs,1.39367468,40,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.536368952,0.097848137,7124.714194
mad,rs,1.39367468,50,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778117008,0.08897214,5879.348696
mad,rs,1.39367468,50,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541054345,0.100571585,6606.51561
mad,rs,1.39367468,60,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778121674,0.088954104,5722.34
mad,rs,1.39367468,60,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540357571,0.086357832,6291.532157
mad,rs,1.39367468,60,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533856874,0.1,7736.273333
mad,rs,1.39367468,70,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778119565,0.08897011,5612.909697
mad,rs,1.39367468,70,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540357286,0.086347326,6079.821967
mad,rs,1.39367468,70,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533852744,0.1,7264.51931
mad,rs,1.39367468,80,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778786885,0.089261751,5532.276842
mad,rs,1.39367468,80,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541054496,0.098749398,5927.748451
mad,rs,1.39367468,80,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.53384482,0.1,6736.047463
mad,rs,1.39367468,80,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310016,0.1,7646.987619
mad,rs,1.39367468,90,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.77812106,0.088970017,5470.395814
mad,rs,1.39367468,90,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.54293088,0.088764405,5986.574146
mad,rs,1.39367468,90,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.53386486,0.1,6683.898974
mad,rs,1.39367468,90,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310196,0.1,7284.400274
mad,rs,1.39367468,100,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778118683,0.08893838,5421.406667
mad,rs,1.39367468,100,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.542259055,0.087207476,5879.348696
mad,rs,1.39367468,100,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533855112,0.1,6492.558182
mad,rs,1.39367468,100,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.5531036,0.1,7009.183373
mad,rs,1.39367468,100,100,1,1000,1740,2,1860,4096,10000,1000000,1000000,14.21869649,0.098903907,7399.734872
mad,rs,1.39367468,20,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,7527.94
mad,rs,1.39367468,30,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6555.693846
mad,rs,1.39367468,40,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6123.584444
mad,rs,1.39367468,40,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680543,0.1,8116.175294
mad,rs,1.39367468,50,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5879.348696
mad,rs,1.39367468,50,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205672939,0.1,7407.976364
mad,rs,1.39367468,60,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5722.34
mad,rs,1.39367468,60,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205677922,0.1,6962.073333
mad,rs,1.39367468,60,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,8227.94
mad,rs,1.39367468,70,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5612.909697
mad,rs,1.39367468,70,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6655.515
mad,rs,1.39367468,70,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7689.966667
mad,rs,1.39367468,80,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5532.276842
mad,rs,1.39367468,80,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.20568076,0.1,6431.81027
mad,rs,1.39367468,80,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7305.7
mad,rs,1.39367468,80,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,8058.24303
mad,rs,1.39367468,90,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5470.395814
mad,rs,1.39367468,90,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205675204,0.1,6261.368571
mad,rs,1.39367468,90,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7017.5
mad,rs,1.39367468,90,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7655.855789
mad,rs,1.39367468,100,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5421.406667
mad,rs,1.39367468,100,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205672939,0.1,6127.191064
mad,rs,1.39367468,100,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,6793.344444
mad,rs,1.39367468,100,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7347.046977
mad,rs,1.39367468,100,100,1,1000,1740,2,2660,4096,10000,1000000,1000000,13.79672267,0.1,8220.711084
mad,rs,1.39367468,20,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,8263.234118
mad,rs,1.39367468,30,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,7054.665926
mad,rs,1.39367468,40,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6499.377838
mad,rs,1.39367468,40,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,8209.758182
mad,rs,1.39367468,50,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6180.382553
mad,rs,1.39367468,50,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,7463.326047
mad,rs,1.39367468,60,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5973.315439
mad,rs,1.39367468,60,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6998.566415
mad,rs,1.39367468,60,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,8191.205306
mad,rs,1.39367468,70,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5828.059403
mad,rs,1.39367468,70,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6681.349524
mad,rs,1.39367468,70,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7650.34
mad,rs,1.39367468,80,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5720.532208
mad,rs,1.39367468,80,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6451.04137
mad,rs,1.39367468,80,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7266.247246
mad,rs,1.39367468,80,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,8104.863077
mad,rs,1.39367468,90,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5637.723908
mad,rs,1.39367468,90,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6276.229157
mad,rs,1.39367468,90,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6979.393165
mad,rs,1.39367468,90,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7690.894667
mad,rs,1.39367468,100,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5571.989485
mad,rs,1.39367468,100,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6139.010968
mad,rs,1.39367468,100,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6757.000674
mad,rs,1.39367468,100,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7374.330588
mad,rs,1.39367468,100,100,1,1000,1740,4,3000,8192,10000,1000000,1000000,13.43285772,0.1,8114.359753
mad,rs,1.39367468,20,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,8263.234118
mad,rs,1.39367468,30,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,7054.665926
mad,rs,1.39367468,40,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6499.377838
mad,rs,1.39367468,40,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,8209.758182
mad,rs,1.39367468,50,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6180.382553
mad,rs,1.39367468,50,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,7463.326047
mad,rs,1.39367468,60,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5973.315439
mad,rs,1.39367468,60,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6998.566415
mad,rs,1.39367468,60,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,8089.16449
mad,rs,1.39367468,70,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5828.059403
mad,rs,1.39367468,70,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6681.349524
mad,rs,1.39367468,70,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,7565.594237
mad,rs,1.39367468,80,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5720.532208
mad,rs,1.39367468,80,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6451.04137
mad,rs,1.39367468,80,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,7193.783478
mad,rs,1.39367468,80,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,8104.863077
mad,rs,1.39367468,90,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5637.723908
mad,rs,1.39367468,90,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6276.229157
mad,rs,1.39367468,90,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,6916.102025
mad,rs,1.39367468,90,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7690.894667
mad,rs,1.39367468,100,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5571.989485
mad,rs,1.39367468,100,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6139.010968
mad,rs,1.39367468,100,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,6700.820899
mad,rs,1.39367468,100,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7374.330588
mad,rs,1.39367468,100,100,1,1000,1740,4,4000,8192,10000,1000000,1000000,13.28942663,0.1,8259.647317
mad,rs,1.39367468,20,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,8245.202118
mad,rs,1.39367468,30,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,7043.312444
mad,rs,1.39367468,40,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,6491.092865
mad,rs,1.39367468,40,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7888.695879
mad,rs,1.39367468,50,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,6173.86034
mad,rs,1.39367468,50,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7216.929395
mad,rs,1.39367468,60,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5967.937474
mad,rs,1.39367468,60,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6798.659698
mad,rs,1.39367468,60,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7969.091673
mad,rs,1.39367468,70,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5823.484119
mad,rs,1.39367468,70,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6513.174032
mad,rs,1.39367468,70,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7465.872746
mad,rs,1.39367468,80,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5716.551117
mad,rs,1.39367468,80,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6305.903616
mad,rs,1.39367468,80,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7108.514377
mad,rs,1.39367468,80,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7932.984923
mad,rs,1.39367468,90,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5634.200414
mad,rs,1.39367468,90,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6148.57788
mad,rs,1.39367468,90,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,6841.626481
mad,rs,1.39367468,90,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7541.9336
mad,rs,1.39367468,100,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5568.829237
mad,rs,1.39367468,100,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6025.085634
mad,rs,1.39367468,100,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,6634.713393
mad,rs,1.39367468,100,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7242.894353
mad,rs,1.39367468,100,100,1,500,613,2,1860,4096,10000,1000000,1000000,13.2647722,0.1,7997.712878
mad,rs,1.39367468,20,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,8245.202118
mad,rs,1.39367468,30,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,7043.312444
mad,rs,1.39367468,40,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6491.092865
mad,rs,1.39367468,40,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,8191.726182
mad,rs,1.39367468,50,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6173.86034
mad,rs,1.39367468,50,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,7449.487535
mad,rs,1.39367468,60,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5967.937474
mad,rs,1.39367468,60,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6987.338943
mad,rs,1.39367468,60,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,8030.741333
mad,rs,1.39367468,70,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5823.484119
mad,rs,1.39367468,70,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6671.90419
mad,rs,1.39367468,70,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7508.216966
mad,rs,1.39367468,80,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5716.551117
mad,rs,1.39367468,80,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6442.889918
mad,rs,1.39367468,80,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7139.376235
mad,rs,1.39367468,80,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,8086.831077
mad,rs,1.39367468,90,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5634.200414
mad,rs,1.39367468,90,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6269.059807
mad,rs,1.39367468,90,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6865.110051
mad,rs,1.39367468,90,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7675.266933
mad,rs,1.39367468,100,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5568.829237
mad,rs,1.39367468,100,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6132.612516
mad,rs,1.39367468,100,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6653.177091
mad,rs,1.39367468,100,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7360.541412
mad,rs,1.39367468,100,100,1,500,613,2,2660,4096,10000,1000000,1000000,13.46277462,0.1,8096.327753
mad,rs,1.39367468,20,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,8245.202118
mad,rs,1.39367468,30,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,7043.312444
mad,rs,1.39367468,40,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6491.092865
mad,rs,1.39367468,40,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,8191.726182
mad,rs,1.39367468,50,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6173.86034
mad,rs,1.39367468,50,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,7449.487535
mad,rs,1.39367468,60,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5967.937474
mad,rs,1.39367468,60,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6987.338943
mad,rs,1.39367468,60,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,8030.741333
mad,rs,1.39367468,70,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5823.484119
mad,rs,1.39367468,70,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6671.90419
mad,rs,1.39367468,70,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,7508.216966
mad,rs,1.39367468,80,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5716.551117
mad,rs,1.39367468,80,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6442.889918
mad,rs,1.39367468,80,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,7139.376235
mad,rs,1.39367468,80,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,8086.831077
mad,rs,1.39367468,90,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5634.200414
mad,rs,1.39367468,90,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6269.059807
mad,rs,1.39367468,90,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,6865.110051
mad,rs,1.39367468,90,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7675.266933
mad,rs,1.39367468,100,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5568.829237
mad,rs,1.39367468,100,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6132.612516
mad,rs,1.39367468,100,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,6653.177091
mad,rs,1.39367468,100,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7360.541412
mad,rs,1.39367468,100,100,1,500,613,4,3000,8192,10000,1000000,1000000,13.10022201,0.1,8096.327753
mad,rs,1.39367468,20,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,8245.202118
mad,rs,1.39367468,30,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,7043.312444
mad,rs,1.39367468,40,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,6491.092865
mad,rs,1.39367468,40,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,8191.726182
mad,rs,1.39367468,50,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,6173.86034
mad,rs,1.39367468,50,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,7449.487535
mad,rs,1.39367468,60,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5967.937474
mad,rs,1.39367468,60,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6987.338943
mad,rs,1.39367468,60,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,8030.741333
mad,rs,1.39367468,70,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5823.484119
mad,rs,1.39367468,70,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6671.90419
mad,rs,1.39367468,70,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7508.216966
mad,rs,1.39367468,80,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5716.551117
mad,rs,1.39367468,80,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6442.889918
mad,rs,1.39367468,80,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7139.376235
mad,rs,1.39367468,80,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,8086.831077
mad,rs,1.39367468,90,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5634.200414
mad,rs,1.39367468,90,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6269.059807
mad,rs,1.39367468,90,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6865.110051
mad,rs,1.39367468,90,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7675.266933
mad,rs,1.39367468,100,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5568.829237
mad,rs,1.39367468,100,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6132.612516
mad,rs,1.39367468,100,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6653.177091
mad,rs,1.39367468,100,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7360.541412
mad,rs,1.39367468,100,100,1,500,613,4,4000,8192,10000,1000000,1000000,13.02650779,0.1,8096.327753
thr,mc,1.39367468,20,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,8249.314118
thr,mc,1.39367468,30,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,7045.901481
thr,mc,1.39367468,40,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,6492.982162
thr,mc,1.39367468,40,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366617346,0.1,7892.807879
thr,mc,1.39367468,50,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,6175.34766
thr,mc,1.39367468,50,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366617346,0.1,7220.085116
thr,mc,1.39367468,60,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,5969.16386
thr,mc,1.39367468,60,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366617346,0.1,6801.22
thr,mc,1.39367468,60,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.273156283,0.1,8214.02
thr,mc,1.39367468,70,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,5824.527463
thr,mc,1.39367468,70,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366617346,0.1,6515.327937
thr,mc,1.39367468,70,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.273156283,0.1,7678.366667
thr,mc,1.39367468,80,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,5717.458961
thr,mc,1.39367468,80,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366617346,0.1,6307.762466
thr,mc,1.39367468,80,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.273156283,0.1,7295.757143
thr,mc,1.39367468,80,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20455442,0.1,8195.838182
thr,mc,1.39367468,90,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.686939121,0.1,5635.003908
